Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget's (OMB) 2023. See the What is Rural page for more information.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and  2018-2022 American Community Survey.


","See the Census Bureau website for a description of FIPS codes.

 *The 2023 Rural-urban Continuum Codes classify metropolitan counties (codes 1 through 3) by the population of the Metropolitan Statistical Area (MSA) and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and 2018-2022 American Community Survey.


"

PolygonLayer2_label,Value0
,0.343120064540582
,0.272083872924761
,0.307482850386214
,0.317988734892013
,0.247055511561648
,0.358644015590385
,0.437307043356868
,0.413848833103908
,0.344616513698591
,0.626360927452971
,0.323332186766661
,0.336336752055564
,0.347161791988296
,0.302090413562364
,0.366715921127008
,0.282352671206293
,0.302800485359905
,0.346876751863464
,0.264724533754751
,0.261304341418184
,0.341227940248181
,0.422231429111323
,0.459098502246194
,0.311359802975857
,0.381954123382456
,0.23881814052782
,0.311932364699273
,0.339787654972303
,0.334633382296216
,0.265493827532958
,0.390481604807927
,0.422524775544682
,0.290746686677248
,0.387925365972776
,0.338657566976087
,0.314256028570526
,0.303706458028103
,0.272668071835271
,0.354826587745107
,0.337564634326835
,0.362804103287505
,0.306409131063588
,0.303675632908706
,0.297069879412749
,0.322658969820022
,0.361309319415751
,0.417246690325096
,0.409657683495344
,0.379525683361778
,0.227111611296321
,0.320238913136443
,0.289893874967458
,0.282641634099083

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,ID2012,rate_2010
2018-2022,26000,Michigan,,9.4%,14.3%,17.4%,21.8%,25.5%,31.1%
2018-2022,26001,"Alcona, MI        ",9,5.0%,7.0%,9.0%,10.9%,13.2%,20.0%
2018-2022,26003,"Alger, MI        ",9,5.9%,9.5%,11.5%,14.7%,17.0%,20.7%
2018-2022,26005,"Allegan, MI        ",4,5.4%,10.2%,12.0%,15.8%,19.9%,24.1%
2018-2022,26007,"Alpena, MI        ",7,7.5%,8.8%,11.4%,13.2%,16.0%,16.7%
2018-2022,26009,"Antrim, MI        ",8,8.1%,11.9%,13.7%,19.4%,23.9%,32.5%
2018-2022,26011,"Arenac, MI        ",8,3.8%,6.2%,7.1%,9.1%,11.0%,14.6%
2018-2022,26013,"Baraga, MI        ",9,4.6%,8.2%,8.3%,10.9%,11.6%,15.6%
2018-2022,26015,"Barry, MI        ",1,6.3%,10.4%,10.8%,14.7%,17.3%,23.6%
2018-2022,26017,"Bay, MI        ",3,6.2%,8.9%,11.0%,14.2%,18.6%,20.1%
2018-2022,26019,"Benzie, MI        ",3,8.9%,12.3%,15.1%,20.0%,24.1%,32.4%
2018-2022,26021,"Berrien, MI        ",3,9.4%,13.3%,16.7%,19.6%,24.2%,30.1%
2018-2022,26023,"Branch, MI        ",6,5.5%,8.7%,10.3%,10.6%,13.8%,16.1%
2018-2022,26025,"Calhoun, MI        ",3,8.1%,11.9%,13.8%,16.0%,18.9%,22.0%
2018-2022,26027,"Cass, MI        ",2,6.0%,8.1%,9.2%,12.1%,16.9%,21.2%
2018-2022,26029,"Charlevoix, MI        ",7,7.5%,13.1%,16.0%,19.8%,25.4%,33.0%
2018-2022,26031,"Cheboygan, MI        ",7,6.3%,9.1%,10.0%,13.9%,16.6%,22.5%
2018-2022,26033,"Chippewa, MI        ",7,7.5%,11.1%,10.8%,15.0%,17.7%,22.9%
2018-2022,26035,"Clare, MI        ",8,4.9%,6.5%,6.8%,8.8%,11.1%,12.2%
2018-2022,26037,"Clinton, MI        ",2,6.6%,11.3%,14.6%,21.2%,27.8%,32.2%
2018-2022,26039,"Crawford, MI        ",9,5.5%,9.6%,12.6%,12.9%,15.2%,19.6%
2018-2022,26041,"Delta, MI        ",5,6.4%,10.5%,11.3%,17.1%,17.9%,19.7%
