Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget's (OMB) 2023. See the What is Rural page for more information.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and  2018-2022 American Community Survey.


","See the Census Bureau website for a description of FIPS codes.

 *The 2023 Rural-urban Continuum Codes classify metropolitan counties (codes 1 through 3) by the population of the Metropolitan Statistical Area (MSA) and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and 2018-2022 American Community Survey.


"

PolygonLayer2_label,Value0
,0.343120064540582
,0.272083872924761
,0.307482850386214
,0.317988734892013
,0.247055511561648
,0.358644015590385
,0.437307043356868
,0.413848833103908
,0.344616513698591
,0.626360927452971
,0.323332186766661
,0.336336752055564
,0.347161791988296
,0.302090413562364
,0.366715921127008
,0.282352671206293
,0.302800485359905
,0.346876751863464
,0.264724533754751
,0.261304341418184
,0.341227940248181
,0.422231429111323
,0.459098502246194
,0.311359802975857
,0.381954123382456
,0.23881814052782
,0.311932364699273
,0.339787654972303
,0.334633382296216
,0.265493827532958
,0.390481604807927
,0.422524775544682
,0.290746686677248
,0.387925365972776
,0.338657566976087
,0.314256028570526
,0.303706458028103
,0.272668071835271
,0.354826587745107
,0.337564634326835
,0.362804103287505
,0.306409131063588
,0.303675632908706
,0.297069879412749
,0.322658969820022
,0.361309319415751
,0.417246690325096
,0.409657683495344
,0.379525683361778
,0.227111611296321
,0.320238913136443
,0.289893874967458
,0.282641634099083

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,ID2012,rate_2010
2018-2022,39000,Ohio,,9.3%,13.7%,17.0%,21.1%,24.7%,30.4%
2018-2022,39001,"Adams, OH        ",8,3.0%,5.4%,5.2%,7.2%,10.7%,15.2%
2018-2022,39003,"Allen, OH        ",3,6.9%,10.0%,11.4%,13.4%,16.5%,19.1%
2018-2022,39005,"Ashland, OH        ",6,9.2%,12.4%,13.0%,15.9%,19.2%,21.9%
2018-2022,39007,"Ashtabula, OH        ",1,5.5%,8.1%,9.0%,11.1%,13.0%,15.7%
2018-2022,39009,"Athens, OH        ",4,14.8%,20.3%,23.4%,25.7%,28.3%,34.3%
2018-2022,39011,"Auglaize, OH        ",4,5.1%,8.4%,9.8%,13.4%,16.4%,20.7%
2018-2022,39013,"Belmont, OH        ",3,4.2%,7.5%,9.0%,11.1%,13.9%,17.4%
2018-2022,39015,"Brown, OH        ",1,3.9%,7.0%,7.4%,8.8%,10.4%,14.5%
2018-2022,39017,"Butler, OH        ",1,8.5%,14.1%,18.7%,23.5%,26.8%,31.9%
2018-2022,39019,"Carroll, OH        ",2,4.3%,6.2%,7.9%,9.1%,11.4%,13.5%
2018-2022,39021,"Champaign, OH        ",6,4.7%,8.7%,9.7%,10.6%,15.2%,18.1%
2018-2022,39023,"Clark, OH        ",3,7.2%,10.6%,12.2%,14.9%,17.0%,18.6%
2018-2022,39025,"Clermont, OH        ",1,5.5%,10.4%,14.5%,20.8%,25.4%,30.2%
2018-2022,39027,"Clinton, OH        ",6,7.7%,10.8%,11.6%,14.1%,13.9%,20.6%
2018-2022,39029,"Columbiana, OH        ",4,4.8%,8.5%,8.5%,10.8%,13.0%,16.5%
2018-2022,39031,"Coshocton, OH        ",7,5.1%,8.9%,8.1%,9.8%,11.8%,16.5%
2018-2022,39033,"Crawford, OH        ",4,6.4%,7.6%,9.3%,9.7%,11.2%,14.8%
2018-2022,39035,"Cuyahoga, OH        ",1,11.1%,15.7%,20.1%,25.1%,29.1%,35.2%
2018-2022,39037,"Darke, OH        ",6,4.8%,7.8%,8.8%,10.1%,11.5%,16.3%
2018-2022,39039,"Defiance, OH        ",6,7.0%,11.0%,12.5%,14.3%,16.4%,18.9%
2018-2022,39041,"Delaware, OH        ",1,11.5%,18.6%,26.4%,41.0%,49.8%,57.4%
2018-2022,39043,"Erie, OH        ",3,8.0%,11.4%,13.8%,16.6%,20.3%,26.5%
2018-2022,39045,"Fairfield, OH        ",1,6.3%,11.5%,15.5%,20.8%,25.8%,31.1%
2018-2022,39047,"Fayette, OH        ",6,4.6%,7.3%,8.5%,10.7%,13.4%,13.7%
2018-2022,39049,"Franklin, OH        ",1,14.5%,21.2%,26.6%,31.8%,36.0%,41.7%
2018-2022,39051,"Fulton, OH        ",2,5.4%,9.3%,10.3%,13.2%,16.7%,18.3%
2018-2022,39053,"Gallia, OH        ",6,5.0%,8.8%,10.9%,11.6%,15.3%,18.2%
2018-2022,39055,"Geauga, OH        ",1,14.5%,20.5%,25.9%,31.7%,34.8%,39.4%
2018-2022,39057,"Greene, OH        ",2,14.7%,21.1%,26.0%,31.1%,35.4%,41.2%
