Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget's (OMB) 2023. See the What is Rural page for more information.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and  2018-2022 American Community Survey.


","See the Census Bureau website for a description of FIPS codes.

 *The 2023 Rural-urban Continuum Codes classify metropolitan counties (codes 1 through 3) by the population of the Metropolitan Statistical Area (MSA) and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and 2018-2022 American Community Survey.


"

PolygonLayer2_label,Value0
,0.343120064540582
,0.272083872924761
,0.307482850386214
,0.317988734892013
,0.247055511561648
,0.358644015590385
,0.437307043356868
,0.413848833103908
,0.344616513698591
,0.626360927452971
,0.323332186766661
,0.336336752055564
,0.347161791988296
,0.302090413562364
,0.366715921127008
,0.282352671206293
,0.302800485359905
,0.346876751863464
,0.264724533754751
,0.261304341418184
,0.341227940248181
,0.422231429111323
,0.459098502246194
,0.311359802975857
,0.381954123382456
,0.23881814052782
,0.311932364699273
,0.339787654972303
,0.334633382296216
,0.265493827532958
,0.390481604807927
,0.422524775544682
,0.290746686677248
,0.387925365972776
,0.338657566976087
,0.314256028570526
,0.303706458028103
,0.272668071835271
,0.354826587745107
,0.337564634326835
,0.362804103287505
,0.306409131063588
,0.303675632908706
,0.297069879412749
,0.322658969820022
,0.361309319415751
,0.417246690325096
,0.409657683495344
,0.379525683361778
,0.227111611296321
,0.320238913136443
,0.289893874967458
,0.282641634099083

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,ID2012,rate_2010
2018-2022,13000,Georgia,,9.2%,14.6%,19.3%,24.3%,27.8%,33.6%
2018-2022,13001,"Appling, GA        ",7,2.9%,6.5%,8.2%,8.4%,11.3%,10.0%
2018-2022,13003,"Atkinson, GA        ",9,3.1%,5.0%,6.4%,6.9%,8.7%,11.4%
2018-2022,13005,"Bacon, GA        ",9,3.8%,6.9%,6.6%,6.6%,8.9%,10.9%
2018-2022,13007,"Baker, GA        ",8,2.8%,4.9%,9.4%,10.7%,7.0%,19.0%
2018-2022,13009,"Baldwin, GA        ",4,7.5%,15.4%,13.3%,16.2%,19.3%,23.5%
2018-2022,13011,"Banks, GA        ",8,3.2%,5.0%,6.4%,8.6%,11.9%,17.1%
2018-2022,13013,"Barrow, GA        ",1,5.0%,7.5%,9.2%,10.9%,16.6%,21.2%
2018-2022,13015,"Bartow, GA        ",1,4.7%,6.3%,9.0%,14.1%,16.2%,21.0%
2018-2022,13017,"Ben Hill, GA        ",7,5.2%,8.1%,7.6%,9.5%,10.4%,12.2%
2018-2022,13019,"Berrien, GA        ",8,2.6%,5.9%,7.5%,9.4%,11.8%,14.8%
2018-2022,13021,"Bibb, GA        ",3,9.2%,13.0%,17.0%,21.3%,22.8%,25.9%
2018-2022,13023,"Bleckley, GA        ",6,4.0%,9.0%,10.3%,12.5%,13.5%,18.6%
2018-2022,13025,"Brantley, GA        ",3,2.3%,4.8%,5.8%,6.2%,6.1%,10.3%
2018-2022,13027,"Brooks, GA        ",3,5.1%,7.5%,9.1%,11.3%,12.6%,14.7%
2018-2022,13029,"Bryan, GA        ",2,4.2%,4.4%,11.8%,19.3%,29.4%,33.9%
2018-2022,13031,"Bulloch, GA        ",4,10.8%,15.6%,19.9%,25.4%,26.9%,29.6%
2018-2022,13033,"Burke, GA        ",2,4.9%,7.9%,9.6%,9.5%,9.4%,14.7%
2018-2022,13035,"Butts, GA        ",1,5.5%,6.4%,7.2%,8.6%,9.0%,13.1%
2018-2022,13037,"Calhoun, GA        ",8,5.4%,7.2%,10.1%,11.7%,12.0%,11.4%
2018-2022,13039,"Camden, GA        ",4,5.9%,8.2%,13.5%,16.0%,18.8%,21.7%
2018-2022,13043,"Candler, GA        ",9,7.6%,9.0%,9.9%,10.2%,15.1%,12.2%
2018-2022,13045,"Carroll, GA        ",1,7.5%,11.2%,12.0%,16.5%,18.8%,21.2%
2018-2022,13047,"Catoosa, GA        ",2,2.9%,7.3%,8.1%,13.8%,17.8%,23.2%
2018-2022,13049,"Charlton, GA        ",8,5.5%,5.5%,6.4%,6.4%,9.9%,12.1%
2018-2022,13051,"Chatham, GA        ",2,8.8%,14.1%,18.6%,25.0%,30.3%,36.1%
2018-2022,13053,"Chattahoochee, GA        ",2,19.4%,20.4%,20.2%,25.0%,28.1%,30.0%
2018-2022,13055,"Chattooga, GA        ",6,2.6%,5.9%,5.9%,7.7%,8.2%,9.5%
2018-2022,13057,"Cherokee, GA        ",1,4.1%,9.7%,18.4%,27.0%,34.6%,39.5%
2018-2022,13059,"Clarke, GA        ",3,27.8%,35.0%,37.5%,39.8%,40.8%,47.9%
